Species,SpeciesID,PMID_List,length
Streptomyces sp,1931,"[27220082, 28800088, 25162061, 25537064, 28820614, 28044276, 28534309, 27730337, 26287218, 19132055, 25656264, 22032140, 16830891, 23229438, 25918790, 20403429, 11302198, 28535606, 21744110, 23397946, 24377252, 26809052, 24893324, 25205608, 2257019, 17191682, 1906453, 26349774, 17919655, 17564461, 19842066, 25605030, 27554496, 1649152]",34
Streptomyces sp.,1931,"[9464413, 28534309, 23344968]",3
Streptomyces sp. (SM8),1195457,[24893324],1
Streptomyces sp. (strain,1931,[10513843],1
Streptomyces sp. 156,1827517,[27486824],1
Streptomyces sp. 91,1827614,[21897037],1
Streptomyces sp. ABRIINW111,716911,[21744110],1
Streptomyces sp. AC37,555740,[23274989],1
Streptomyces sp. AP-123,1165854,[23668716],1
Streptomyces sp. AcM11,1073870,[22852578],1
Streptomyces sp. CK4412,404220,[17379718],1
Streptomyces sp. D62,1563672,[18062256],1
Streptomyces sp. FR008,206662,[28238083],1
Streptomyces sp. JRG-04,1222335,[25205608],1
Streptomyces sp. K15,1958,[25675117],1
Streptomyces sp. KML-2,1476867,[26466995],1
Streptomyces sp. LS298,645505,[26593927],1
Streptomyces sp. Lz531,416345,[17510985],1
Streptomyces sp. MSC090213JE08,1670457,[27311327],1
Streptomyces sp. MTN14,1408563,[28454711],1
Streptomyces sp. Mg1,465541,[22777252],1
Streptomyces sp. PGA64,161235,[25554073],1
Streptomyces sp. PM49,1255286,[25737024],1
Streptomyces sp. PTY087I2,1819298,[28800088],1
Streptomyces sp. RK95-74,1934390,[23531987],1
Streptomyces sp. S1CA,1393099,[24392789],1
Streptomyces sp. SANK 60404,1213862,[28288097],1
Streptomyces sp. SBT349,1580539,[26490827],1
Streptomyces sp. SM8,1195457,[24893324],1
Streptomyces sp. SirexAA-E,862751,[23301151],1
Streptomyces sp. SpC080624SC-11,663935,[20085309],1
Streptomyces sp. TN262,573980,[19842066],1
Streptomyces sp. TP-A0584,314563,"[11858658, 28442735, 25036825]",3
Streptomyces sp. Tu 4128,342634,[11714229],1
Streptomyces sp. Tu 6176,1470557,[25892546],1
Streptomyces sp. Tu6071,355249,[20473607],1
Streptomyces sp. W007,1055352,[22536997],1
Streptomyces sp. W43N,1692131,[27179537],1
Streptomyces sp. ssr-198,1471756,[25639595],1
Streptomyces sp. stra,1701856,[29158025],1
Streptomyces sp. strai,93372,[22140437],1
Streptomyces sp. strain,1203257,[22965095],1
Streptomyces sp. strain,1210045,[23144381],1
Streptomyces sp. strain,986330,[21571991],1
Streptomyces sp. strain ,1085628,[22123757],1
Streptomyces sp. strain ABR,716911,[21744110],1
Streptomyces sp. strain P,1819298,[28800088],1
Streptomyces sparsogenes,67365,[29111481],1
Streptomyces spheroides,193462,[15519567],1
Streptomyces str,1195457,[24893324],1
Streptomyces strai,490738,[20580869],1
Streptomyces strain F,527186,[19777825],1
"Streptomyces strain,",1203257,[22965095],1
"Streptomyces strain,",986330,[21571991],1
Streptomyces sudanensis,436397,[22091965],1
Streptomyces sundarbansensis,265730,[24118945],1
Streptomyces tanashiensis,67367,[16151202],1
Streptomyces tateyamensis,565073,[23470743],1
Streptomyces tendae,1932,[8819841],1
Streptomyces thinghirensis,551547,[27139253],1
Streptomyces tsukubaensis,83656,[28942849],1
Streptomyces turgidiscabies,85558,[23149681],1
Streptomyces venezuelae,54571,"[27709288, 26718561, 23800234, 11162229, 28139884]",5
Streptomyces venezuelae ISP5230,953739,[25554073],1
Streptomyces vietnamensis,362257,[25687102],1
Streptomyces vinaceusdrappus,67376,[23455197],1
Streptomyces violaceoruber,1935,[16049955],1
Streptomyces violaceusniger,68280,"[17618233, 15078513]",2
Streptomyces viridifaciens,48665,[11298223],1
Streptomyces zagrosensis,1042984,[28820614],1
"Streptomyces, a",1424415,"[21571991, 22362498]",2
Streptomycesantibioticus,1890,[28358337],1
Stylissa massa,279589,[22569832],1
Suberites domuncula,55567,[15066829],1
Sweet Potato,4120,[26767576],1
Synechococcus elongatus,32046,[28944994],1
Synechococcus spongiarum,431041,[24217287],1
Synechocystis,1148,[24895757],1
Synechocystis 6803,1148,[24927550],1
Synechocystis PCC 6803,1148,[24895757],1
Synechocystis PCC6803,1148,[24895757],1
Synechocystis sp,1143,"[17447238, 24927550]",2
Synechocystis sp. PCC 6803,1148,"[17447238, 26548317]",2
Syntrophobacter fumaroxidans,119484,[28432098],1
Syntrophomonas wolfei,863,[28432098],1
Syzygium aromaticum,219868,[28705748],1
T. alternans,120751,[27562017],1
T. ammonificans,228745,[19507867],1
T. bellirica,155021,[25128676],1
T. cordifolia,285590,[24453828],1
T. cruzi,5693,[25742265],1
T. denticola,158,[26477831],1
T. forsythia,28112,[26477831],1
T. harzianum,5544,[20814727],1
T. ignis,278976,[3197807],1
T. occidentalis,383670,[23885762],1
T. princeps,189385,[24204799],1
T. pulmonis,47312,[21097597],1
T. rubra,367916,[28346340],1
T. rubrum,5551,[23979826],1
T. saccharophilus,361277,[27231874],1
T. viride,5547,[28051856],1
T. vulgaris L,49992,[26802522],1
TKA-5,490738,[20580869],1
Talaromyces,128442,[26466717],1
Talaromyces pinophilus,128442,[26466717],1
Talaromyces verruculosus,198730,[23192186],1
Taxus baccata,25629,[23274989],1
Tedania ignis,278976,[3197807],1
Telfairia occidentalis,383670,[23885762],1
Ter331,1005048,[24588891],1
Terminalia bellirica,155021,[25128676],1
Termites,1912919,[27338261],1
Terribacillus halophilus,361279,[19191973],1
Terribacillus saccharophilus,361277,[27231874],1
Tethya aurantium,281732,[23481677],1
Tetranychus urticae,32264,[24096416],1
Thalassiosira pseudonana,35128,[28073457],1
Thermoanaerobacter tengcongensis,119072,[16810258],1
Thermotoga maritima,2336,[22940582],1
Thermovibrio ammonificans,228745,[19507867],1
Thiosphaera pantotropha,82367,[9477250],1
Thymus vulgaris L,49992,[26802522],1
Tilletiopsis,1891169,[26637162],1
Tilletiopsis sp,1891169,[26637162],1
Tinospora cordifolia,285590,[24453828],1
Tobacco,4097,[25996156],1
Tomato yellow leaf curl virus,10832,[22353575],1
Toxoplasma gondii,5811,[6347279],1
Transposon Tn5,2411,[16597964],1
Transposons,2387,[11816967],1
Tremblaya princeps,189385,[24204799],1
Treponema denticola,158,[26477831],1
Trichilia elegans A. JUSS,879919,[23296917],1
Trichoderma effusum,202913,[28953997],1
Trichoderma harzianum,5544,"[17233750, 20814727, 18789127, 17953685]",4
Trichoderma reesei,51453,[23301151],1
Trichoderma viride,5547,[28051856],1
Trichodesmium thiebautii,1208,[28067831],1
Trichophyton mentagrophytes,523103,[25431089],1
Trichophyton rubrum,5551,[23979826],1
Trichosporon,252803,[16715543],1
Trichosporon mycotoxinivorans,252803,[16715543],1
Trichothecium roseum,47278,[25100187],1
Trifolium pratense,57577,[20087740],1
Tripterygium wilfordii Hook.f,458696,[25523369],1
Trypanosoma brucei,5691,[24857962],1
Trypanosoma cruzi,5693,"[25742265, 27128202]",2
Tsukamurella pulmonis,47312,"[21097597, 30452176]",2
Tunicatimonas pelagia,931531,[22753528],1
U. californica,3438,[26001558],1
U. pertusa,3120,"[24665759, 23033653]",2
U. picroides,268113,[18400237],1
Ulva australis,111616,[16957232],1
Ulva pertusa,3120,"[24665759, 23033653]",2
Umbellularia californica,3438,[26001558],1
Uncultured,77133,[20648021],1
Uncultured Marine Bacteria,56765,[26299672],1
Urospermum picroides,268113,[18400237],1
V. alginolyticus,663,"[22806873, 25656264]",2
V. amygdalina,82755,[23885762],1
V. cholerae,666,"[28857444, 22069558]",2
V. coralliilyticus,190893,[24141121],1
V. fischeri,668,[22582055],1
V. gigantea,200968,[28953997],1
V. harveyi,669,"[27192145, 21152942, 26070141]",3
V. parahaemolyticus,670,"[22806873, 10409050, 28857444, 25656264]",4
V. tetrasperma,154499,[18500633],1
V. vulnificus,672,[22069558],1
Variovorax sp. DNS12,1133696,[22981745],1
Vellozia gigantea,1142012,[28953997],1
Verrucosispora maris AB-18-032,263358,[21551311],1
Verrucosispora sp. MS100047,1410949,[26975378],1
Verrucosispora sp. strain M,1410949,[26975378],1
Verticillium,100787,[29151161],1
Verticillium albo-atrum,27335,[22978675],1
Verticillium dahliae,27337,"[29151161, 22978675, 28164793]",3
Verticillium longisporum,100787,[29151161],1
Vibrio anguillarum,55601,[21305330],1
Vibrio cholerae,666,"[25958185, 28857444, 24136453, 21454167, 25656264, 27917206]",6
Vibrio coralliilyticus,190893,[24141121],1
Vibrio crassostreae,246167,[28857444],1
Vibrio fischeri,668,"[20179876, 22582055]",2
Vibrio fluvialis,676,[27129958],1
Vibrio furnisii,29494,[24875126],1
Vibrio furnissii,29494,[27129958],1
Vibrio harveyi,669,"[27192145, 21152942, 19060172, 24571086, 26495995, 20864476, 26070141]",7
Vibrio parahaemolyticus,670,"[27624095, 10409050, 28857444, 25431341]",4
Vibrio sp,678,"[24663118, 21951859, 29108108, 29216824]",4
Vibrio sp.,678,[29216824],1
Vibrio sp. (48,1321978,[24663118],1
Vibrio splendidus,29497,[28857444],1
Vibrio splendidus strai,575788,[24905482],1
Vibrio tasmaniensis,212663,[28857444],1
Vibrio vulnificus,672,[27624095],1
Vicia tetrasperma,154499,[18500633],1
Vicia tetrasperma (L.) SCHREB,154499,[18500633],1
Virgibacillus marismortui,79660,[19191973],1
Vitis vinifera,29760,[27231874],1
Vitis vinifera L,29760,[27231874],1
W. somnifera,126910,[22425978],1
W. trilobata,53737,[20518352],1
Wedelia trilobata,53737,[20518352],1
Westiella intricata UH strain ,1524912,[26335778],1
Wigar10,1085628,[22123757],1
Wistar rats,10116,"[23397946, 18605256]",2
Withania somnifera,126910,[22425978],1
Withania somnifera (L.) Dunal,126910,[22425978],1
X. bovienii,40576,"[22701637, 22082189]",2
X. campestris pv. campestris,340,[22978675],1
X. doucetiae strai,1123505,[24904010],1
X. fastidiosa,2371,"[19813054, 22671027]",2
X. mexicana,235993,[28369962],1
X. muta,178552,[21118276],1
X. nematophila,628,"[24500481, 28062794, 25398871, 24599183, 24394195]",5
X. oryzae,347,[20372017],1
X. parietina,107463,[28592323],1
X. pisi,56457,[28931093],1
X. poinarii,40577,[24904010],1
X. poinarii st,1354304,[24904010],1
Xanthobacter autotrophicus,280,[21780139],1
Xanthobacter str,78245,[9477250],1
Xanthomonas,340,[24029746],1
Xanthomonas,347,[20372017],1
Xanthomonas,40324,[12018176],1
Xanthomonas axonopodis pv. glycines,92830,[24869797],1
Xanthomonas axonopodis pv. phaseoli,317013,[23296917],1
Xanthomonas axonopodis pv. vesicatoria,442694,"[19735749, 28440700]",2
Xanthomonas campestris pv. campestris,340,"[22978675, 25362058, 24029746]",3
Xanthomonas campestris subsp. campestris,340,[26307771],1
Xanthomonas maltophilia,40324,[12018176],1
Xanthomonas oryzae,347,"[23412059, 20372017]",2
Xanthomonas oryzae pv. oryzae,64187,"[23412059, 25876602]",2
Xanthomonas pisi,56457,[28931093],1
Xanthoparmelia mexicana,235993,[28369962],1
Xanthophyllomyces dendrorhous,5421,[22036764],1
Xanthoria parietina,107463,[28592323],1
Xcc,340,"[26307771, 24029746]",2
Xenorhabdus,40576,"[22701637, 22082189]",2
Xenorhabdus,40577,[24904010],1
Xenorhabdus bovienii,40576,"[22701637, 22082189]",2
Xenorhabdus nematophila,628,"[24500481, 28062794, 25398871, 24394195]",4
Xenorhabdus poinarii,40577,[24904010],1
Xestospongia muta,178552,[21118276],1
Xoo,64187,[23412059],1
Xylella,2371,[19813054],1
Xylella fastidiosa,2371,"[19813054, 22671027]",2
Y. lipolytica,4952,[21086131],1
YD25,1759437,[27809759],1
Yeast,4932,"[29084681, 28365325]",2
Z. jujuba Mill,326968,[28407906],1
Zea mays,4577,"[20946131, 25635112]",2
Zebra mussels,45954,[23295683],1
Ziziphus jujuba,326968,[28407906],1
Ziziphus jujuba Mill,326968,[28407906],1
Zooshikella,565370,[21642414],1
Zooshikella rubidus,1042379,[21642414],1
Zooshikella rubidus S1-1,565370,[21642414],1
actinobacterium,1883427,"[27717966, 29019198, 22032140, 24868880, 24179039, 26283768, 28917933]",7
actinomycete,100235,"[27986719, 25131404, 28221784, 28205416, 28355070, 20951024, 28105601, 21253811, 15726290, 26241505, 23963177, 17158611, 17922759, 25416124, 27902408, 29257362, 18648671, 25406714, 26287218, 13680389, 22712411, 25143015, 23470743, 18523858, 8140283, 27199346, 25826255, 22002467, 24819608, 26490827, 11298223, 10986672, 23344968, 21873479, 26364200, 22203554, 16830891, 16151202, 10943372, 25523369, 17618233, 27169191, 25304022, 24616526, 26591527, 7954846, 26864220, 26905826, 28521336, 12425079, 23115963, 28264640, 27812802, 23184174, 24096958, 12385708, 24341557, 28358337, 19749071, 21724881, 6400479, 22117917, 26975378, 22763704, 26809052, 17466030, 25724963, 24531187, 21342466, 15009417, 15870305, 20180120, 26739136, 28752948, 11133469, 16269737, 27139253, 21643706, 12000953, 16332338, 21071856, 24690912, 23963911, 28647504, 18600470, 23311635, 24684523, 25205608, 23341601, 23084944, 18511939, 24927550, 20336498, 21551311, 11526020, 25385358, 26349774, 22494896, 12425071, 19118125, 26474119, 27554496, 22655051, 21848068, 27491886, 25730728]",106
actinomycete st,1163152,[24690912],1
activated sludge,942017,"[26263697, 21128606, 28264640, 11385879]",4
adhatoda beddomei,874447,[28169241],1
albus,67257,[20606771],1
alfalfa,3879,[26861677],1
algae,569578,"[11960184, 9364777, 26643964, 22775757, 27511455, 11109318, 23982431, 19878319, 22768320, 24665759, 17272727, 27785553, 12919806, 24118945, 28846625, 25572211, 21724952, 19307147, 14716467, 6800032]",20
almond,3755,[19813054],1
alpha-Proteobacteria,28211,[19588186],1
alpha-proteobacteria,28211,[19423316],1
amyloliquefaciens,1390,[25764969],1
anabaena st,46234,[15294785],1
angiosperms,3398,[25594290],1
anise,40880,[16230654],1
apple,3750,[24353343],1
apple trees,3750,[27002332],1
apples,3750,"[23065379, 22747978, 24353343]",3
artificial gene,32630,[17284841],1
ashwagandha,126910,[22425978],1
aurantiaca,86192,[27974729],1
bUAS,83587,[28931093],1
bacteriophage,38018,[25118075],1
bacterium B,336400,[29108108],1
baker's yeast,4932,[27471059],1
banana,4641,[24941164],1
bark beetles,55867,[27199034],1
basil,39350,"[22416718, 27179537]",2
bees,7460,[29232373],1
beet,161934,[19694949],1
beet armyworm,7107,[18502925],1
beet armyworms,7107,[24096416],1
beta-Proteobacteria,28216,[16000813],1
beta-proteobacteria,28216,[18062218],1
beta-proteobacterium,86027,"[24204799, 16436433]",2
biota,131567,[23314096],1
bivalves,111169,[28073457],1
black gram,3915,[16843655],1
blue-green algae,1211,"[18001088, 17560324, 18955814]",3
bovine,9913,"[16715543, 20456526, 25824130, 20087740]",4
brewer's yeast,4932,[27471059],1
brine shrimps,6660,"[29084681, 24575401, 27842527]",3
brook trout,8038,[18342561],1
brown algae,2870,[24118945],1
bryophytes,3195,[28931093],1
by,4932,[27471059],1
cabbage,3712,"[26907755, 20580869]",2
calf,9913,[17344339],1
carnation,3570,[16843655],1
carob,20340,[25489722],1
carp,7962,"[21294820, 18342561]",2
carrot,4039,"[19694949, 25764969]",2
cats,9685,[24293352],1
cattle,9913,[16230654],1
cauliflower mosaic virus,10641,[8989880],1
celery,117781,[9150595],1
chess,4502,[23157656],1
chicken,9031,"[20576129, 26861361]",2
chickens,9031,[16632004],1
chicory,13427,[26307771],1
children,9606,"[11109318, 22975171, 23295683]",3
cinnamon,128608,[16230654],1
clove,219868,[28705748],1
cocoa,3641,[23296917],1
cocos nucifera,13894,[25574657],1
cocos nucifera L,13894,[25574657],1
cocoyam,4460,[20457252],1
common carp,7962,[25703710],1
conifers,3312,[27199034],1
coral holobiont,496922,[27795310],1
cow,9913,"[18242107, 24140292]",2
cowpea,3917,[26850304],1
cucumber,3659,"[21780139, 28440700, 25725457, 17088380, 26850304]",5
cucumber mosaic virus,12305,[8989880],1
cyanobacterium,1180,[25624477],1
cyanobacterium Nostoc,1180,"[25624477, 15528670]",2
cyanobacterium Synechococcus,269084,"[24084783, 25970745]",2
cyanobacterium Synechocystis,1143,"[24927550, 26548317]",2
"cyanobacterium, Nostoc",1180,[19031897],1
"cyanobacterium, Synechococcus",269084,[25970745],1
"cyanobacterium, Synechocystis",1143,[16772275],1
daffodil,39639,[20446033],1
delta-Proteobacteria,28221,"[18430018, 19040244]",2
delta-proteobacteria,28221,[29212086],1
dicotyledons,71240,[26475187],1
dugong,29137,[24386245],1
e. Antarctica,49252,[28095778],1
earthnut,377473,[22712411],1
earthworm,506672,[28597254],1
earthworms,71170,[8140285],1
eggplant,4111,[20687809],1
endophytic bacterium,2023335,[26767576],1
enrichment culture,1566338,[24151782],1
environmental,1275957,"[21768346, 23157252, 16269737, 23084941]",4
environmental samples,1275957,"[21768346, 23157252, 16269737, 23084941]",4
environmental samples,33858,"[26586404, 12838377, 22098388, 21596505, 14641577]",5
escherichia coli,562,[14595781],1
expression,29278,[12698320],1
expression vectors,29278,[12698320],1
fluorescent,136843,"[12619819, 11200428, 22426436, 18396832]",4
fluorescent pseudomonads,136843,"[11768529, 14962038, 10763748, 27002332, 23035953, 12619819, 11332728, 11200428, 16843655, 22426436, 15189291, 18396832]",12
foxtail,15304,[22188391],1
freshwater sponges,6050,[26347255],1
fungal endophyte,410823,"[27624083, 24175613, 18400237, 22130270]",4
gamma subgroup,1236,[8864212],1
gamma-proteobacterium,86473,[24204799],1
garlic,4682,"[26907755, 16230654, 22123757]",3
gatekeeper,111938,[28320949],1
ginger,94328,[26907755],1
ginseng,4054,"[9436194, 17764709]",2
goats,9925,[27471059],1
grapefruit,37656,[27483244],1
green algae,3041,"[28931093, 28846625, 28361265, 16332338, 6800032]",5
gut microbiome,749906,"[27338261, 29191163, 28923537, 28936425, 24445449]",5
gypsophila,235358,[14569290],1
gypsy moth,13123,[26961755],1
haddock,8056,[18342561],1
hagfish,7769,[18342561],1
hamster,10034,[3306361],1
hens,9031,[26861361],1
herbal medicine,1407750,[27562017],1
higher plants,3193,"[17272727, 20396902, 9630706, 21520711, 21925860, 20384372, 27487455, 20552447, 21610729]",9
honey bee,7460,"[29232373, 24975930, 25904391, 27394713, 25069424, 25529345, 27760211, 25044543]",8
honey bees,7460,"[25527542, 24975930, 25904391, 27394713]",4
horse,9796,[25863020],1
house fly,7370,[12425079],1
human,9606,"[20210692, 25198138, 29080339, 29113654, 27520548, 26509922, 29889418, 26477831, 26538321, 23808337, 21222136, 29259290, 27393306, 20659313, 11195098, 29259082, 21207512, 23569796, 23349065, 4911442, 15910530, 28800088, 16715543, 11109318, 25879877, 17922759, 25594290, 23619351, 24301768, 26153129, 28857444, 25420039, 22536997, 23950996, 23993531, 24136453, 16988123, 21454167, 19853457, 21622270, 20512647, 22069558, 25118075, 27437708, 21642414, 28472671, 15119855, 23296917, 23979826, 25325384, 19362647, 28557379, 26364200, 20372697, 29216824, 16830891, 25690418, 23771021, 19806188, 25542142, 24391056, 26792125, 12919806, 26703630, 23870821, 25594287, 27379435, 23095088, 26436919, 19621625, 12747214, 27373125, 28394295, 26352211, 11572948, 29233013, 26578313, 29248948, 23314096, 27884784, 28535606, 28654009, 28726195, 24192555, 25662514, 15835721, 25629545, 18338869, 23084946, 28936425, 22913826, 16436433, 18062218, 28078980, 26895868, 23132656, 28358337, 26231244, 18782083, 29049321, 28421168, 28567675, 28040597, 20522739, 25713360, 25551660, 25514094, 29069388, 28083651, 18062256, 20195496, 21925860, 28335605, 21421390, 23922738, 17766413, 20067528, 10500159, 22854892, 27487455, 23851446, 29257360, 23924942, 25173836, 28407906, 25742265, 11899465, 26739136, 28067831, 28642945, 27917206, 24923764, 27179537, 23084948, 28116768, 21283831, 12000953, 24779771, 22173186, 28931063, 25290220, 28647504, 19041909, 27523480, 18600470, 20599778, 28592323, 23206756, 16597967, 27760211, 28253280, 18342561, 27823963, 27072394, 2507445, 25284750, 24927550, 20705730, 23800234, 25121102, 29188775, 26272259, 27910758, 24206732, 19468317, 25346979, 25385358, 12692562, 28035958, 27609432, 21313893, 22039419, 20852771, 20606771, 25765308, 25863020, 24450337, 26390983, 27037123, 24004258, 27272544, 21610729, 21848068, 18308354, 20111686, 27128927]",186
human gut microbiota,408170,"[28923537, 25290220]",2
human immunodeficiency virus type 1,11676,[9464413],1
human microbiome,646099,"[26509922, 25559405, 28561849, 26390983]",4
humans,9606,"[26509922, 22091965, 24127069, 27393306, 12955583, 23963177, 11109318, 15069674, 22098388, 22069558, 27984002, 25325384, 20446033, 28117709, 15184565, 27918439, 28153766, 28936425, 25532893, 25997443, 3306361, 26040909, 18534010, 28438205, 24884595, 14716467, 26323856, 18308354, 20111686]",29
infants,9606,[15910530],1
insertion sequences,2673,"[24904010, 23902262]",2
jujube,326968,[28407906],1
larvae,147375,"[24975930, 25904391, 27394713, 25069424, 27760211, 25044543]",6
leaf-cutting ants,12956,[21245311],1
lemon,2708,[27483244],1
liverwort,3195,[25100187],1
low G + C firmicutes,1239,[18421429],1
maize,4577,"[14601668, 23266268, 20946131, 23360460, 22748594, 22475000, 25427716, 25635112]",8
malachite,64457,"[25574657, 22655051]",2
mammal,9606,[24386245],1
mammalian,9606,"[29232373, 27822648, 25527542, 20082446, 20837534, 25559405, 29103733, 28346340, 19619887, 29066791, 28335605, 21421390, 3718602, 27760211, 12423020, 367217, 16313990, 12297156, 18668441, 19054330]",20
mango,29780,[27515463],1
marine bacterium,56765,"[27624095, 23090017, 17272727, 21642414, 19060172, 25646964, 21551298, 27523480]",8
melon aphid,80765,[26850304],1
men,9606,"[15910530, 25764969]",2
metagenome,256318,"[22427492, 22822366, 24061567, 20230605]",4
metagenomes,408169,"[26586404, 22427492, 23598791, 22768320, 15305917, 19220400, 22822366, 20230605, 22123943]",9
mice,10090,"[22496825, 8538208, 1486236, 26153129, 24691280, 19754167, 9933987, 16988123, 28923537, 993114, 15870443, 9436194, 24445449, 24070833, 28360029, 24353343]",16
microcystis aeruginosa strain P,267872,[21283831],1
mixed culture,1306155,"[20962140, 8882807, 15069674, 17436635, 29216824, 6422823]",6
mosses,3208,[17922763],1
mouse,10090,"[16805438, 27822648, 20659313, 16988123, 15870443, 20522739, 18062256, 9436194, 24445449, 20061160, 17309298, 28360029, 24353343, 23457628, 22940582, 28035958, 12297156]",17
murine,10090,"[1486236, 19754167, 16988123, 28067831, 23002228, 28116768, 28360029, 28392457, 23457628, 19054330]",10
mushroom,5341,"[27899334, 28722830, 23023950]",3
mushrooms,5341,"[22544260, 23023950]",2
neem,124943,[27251587],1
nocardia,508464,[21060211],1
olive,4146,"[20185187, 26588432, 26931616, 27139253]",4
onion,4679,"[26466717, 28632186]",2
oregano,39352,"[22527057, 16230654, 22416718]",3
other strain se,28384,[27626430],1
oyster mushroom,5322,[24941164],1
parsnip,4041,[19694949],1
participants,9606,"[26189645, 25690418]",2
patient,9606,"[26477831, 19806188, 26538254, 7780603]",4
patients,9606,"[29113654, 25431089, 23619351, 28923537, 7380334, 21060211, 21744110, 15504865, 25809238, 26895868, 6400479, 28917933, 15870443, 29069388, 23374132, 27416557, 20111686]",17
peanut,3818,[25427716],1
peanuts,3818,[25427716],1
pears,23211,[27483244],1
people,9606,"[28945113, 22763704, 29053003, 23342508]",4
peoples,9606,[26001558],1
peppermint,34256,"[25655927, 21843946]",2
pig,9823,"[16187093, 27809759, 12519208]",3
pigs,9823,[26153129],1
pks7,2703963,[28972184],1
pomegranate,22663,[26189645],1
poplar trees,3689,[28231859],1
potato,4113,"[24131731, 26307771, 19694949, 22129602, 25512025, 18392685, 25826255, 21824244, 25489722, 15644924, 21672101, 26991928, 23149681, 22194349, 24678834, 23775636, 20705730, 20056700]",18
pseudomonas,294,[16637170],1
purple bacteria,1224,[9630706],1
purple nonsulfur bacteria,41295,[25164283],1
purple sulfur bacteria,1046,[24428801],1
quagga,89252,[23295683],1
rabbits,9986,[367217],1
radish,3726,[19694949],1
rat,10116,"[25775804, 17344339, 24691280, 22077225, 11780787, 25290220, 1920539]",7
rats,10116,"[8538208, 25775804, 17344339, 20837534, 12747214, 3306361, 8784740, 24070833, 25290220, 1920539, 28392457, 28442411]",12
red clover,57577,[20087740],1
red pepper,40321,[26907755],1
reindeer,9870,"[27159387, 18421431]",2
rhizosphere,1896335,[29151161],1
rhizosphere bacterium,1896335,"[26655755, 29151161]",2
rice,4530,"[26303982, 27624083, 23266268, 23412059, 25876602, 24175613, 19754167, 25690418, 25412549, 25304022, 18400237, 28690133, 22544260, 26637162, 26809052, 27128202, 23775636, 28391728, 20372017]",19
root-knot nematodes,6303,[15189291],1
rumen bacterium,2267272,[18421431],1
rutabaga,3709,[19694949],1
scots pine,3349,[27392610],1
sea hare,6504,[17063408],1
searcher,274808,[23065606],1
seed plants,58024,[11109318],1
sheep,9940,[24496853],1
shuttle vector,45197,"[23409083, 28438205]",2
shuttle vectors,29278,[23981049],1
sigma,1928194,[16997957],1
soft corals,40677,[26186031],1
soil metagenome,410658,"[26586404, 22427492, 29078342]",3
soil microbiome,410658,[26785770],1
soil microbiomes,410658,"[25599565, 22427492]",2
solitary,7437,[21364940],1
solitary wasp,7437,[21364940],1
solitary wasps,7437,[21364940],1
sonorensis,1173677,[27702563],1
sorA,261200,[15289572],1
sorghum,4558,[19577444],1
sour orange,43166,[20864476],1
soybean,3847,"[23993531, 27979131, 26638490, 24869797, 26895868, 24888481, 549988, 21313893, 21848068]",9
sponge metagenome,1163772,[18430018],1
stewartii,66271,[25635112],1
stocks,3724,[26436919],1
strain AB-18-032,1003110,[15726289],1
strain CHA0,380021,"[10763748, 23035953, 11816976, 17088380, 12848429, 20884343, 15189291]",7
strain LB400,36873,[22427498],1
strain Ps,2173,[21086131],1
strain R1,1299,[24690912],1
strawberry,3747,"[19191973, 21685161, 23924942, 28523731, 24690912]",5
streptomyces,1887,[26293487],1
streptomyces,1902,[23232715],1
streptomyces,1911,[17284841],1
streptomyces,355249,[20473607],1
streptomyces pilosus,28893,[21313893],1
streptomyces purpurascens,1924,[6867164],1
streptomyces scabies,1930,[19968554],1
streptomyces sp. Tu 4128,342634,[11714229],1
striped bass,34816,[18342561],1
sugar beet,3555,"[11200428, 7646029]",2
sugar-beet,3555,[23350846],1
sugarcane,4547,[21495154],1
sweet basil,39350,[27179537],1
sweet orange,2711,[23586643],1
sweet potato,4120,"[24131731, 26767576]",2
sweet potato weevil,197179,[23065379],1
synthetic,2005392,[20473607],1
synthetic gene,2005392,"[20133795, 21512256, 20473607]",3
termites,1912919,"[27338261, 19769587]",2
test organism,457483,"[22039402, 6800032]",2
the Myxobacteria,29,[15892706],1
the myxobacteria,29,"[11024258, 18378661, 10978544, 14651865, 19041909, 27035738]",6
thuringiensis,1428,[19246762],1
thyme,49992,"[22416718, 26802522]",2
tiger,9694,[26293487],1
tipA,162890,[20731719],1
tobacco,4097,"[25243954, 23771021, 28153766, 25997443, 27809759, 9062923, 21392918, 25996156, 25101956, 9150595]",10
tobacco root,243120,[25996156],1
tomato,4081,"[15553244, 25512025, 21362001, 16997957, 28440700, 21685161, 20687809, 24599183, 12619819, 17657535, 26270176, 29151161, 12848429, 27251587, 26860841, 28722830, 28000056, 22353575, 12423020, 15189291, 25250839, 24588386, 28164793, 14651344]",24
transposons,2387,[18701643],1
tusk,81638,[23157656],1
tusks,81638,[23157656],1
two-spotted spider mites,32264,[24096416],1
uliginosum,321358,[24206732],1
unclassified Ktedonobacterales,1936992,[28321007],1
uncultivated,1211,[22123943],1
uncultivated cyanobacterium,1211,[22123943],1
uncultured,77133,[20648021],1
uncultured bacteria,77133,"[20648021, 29595106, 27520548, 18084915, 21780139, 23586643, 23157252]",7
uncultured bacterial,77133,[15305917],1
uncultured bacterium,77133,[26907755],1
urchins,7656,[17063408],1
walrus,9707,[23157656],1
western honey bee,7460,[25904391],1
white cedar,39382,[24689437],1
